"","FlightDate","Airline","Origin","Dest","Cancelled","Diverted","CRSDepTime","DepTime","DepDelayMinutes","DepDelay","ArrTime","ArrDelayMinutes","AirTime","CRSElapsedTime","ActualElapsedTime","Distance","Year","Quarter","Month","DayofMonth","DayOfWeek","Marketing_Airline_Network","Operated_or_Branded_Code_Share_Partners","DOT_ID_Marketing_Airline","IATA_Code_Marketing_Airline","Flight_Number_Marketing_Airline","Operating_Airline","DOT_ID_Operating_Airline","IATA_Code_Operating_Airline","Tail_Number","Flight_Number_Operating_Airline","OriginAirportID","OriginAirportSeqID","OriginCityMarketID","OriginCityName","OriginState","OriginStateFips","OriginStateName","OriginWac","DestAirportID","DestAirportSeqID","DestCityMarketID","DestCityName","DestState","DestStateFips","DestStateName","DestWac","DepDel15","DepartureDelayGroups","DepTimeBlk","TaxiOut","WheelsOff","WheelsOn","TaxiIn","CRSArrTime","ArrDelay","ArrDel15","ArrivalDelayGroups","ArrTimeBlk","DistanceGroup","DivAirportLandings","__index_level_0__"
"49",2022-04-04,"Commutair Aka Champlain Enterprises, Inc.","ALB","IAD",FALSE,FALSE,602,559,0,-3,722,0,64,93,83,325,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4229,"C5",20445,"C5","N13124",4229,10257,1025702,30257,"Albany, NY","NY",36,"New York",22,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,0,-1,"0600-0659",15,614,718,4,735,-13,0,-1,"0700-0759",2,0,48
"50",2022-04-04,"Commutair Aka Champlain Enterprises, Inc.","HSV","IAH",FALSE,FALSE,615,612,0,-3,815,0,97,134,123,595,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4228,"C5",20445,"C5","N14186",4228,12217,1221702,30255,"Huntsville, AL","AL",1,"Alabama",51,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,0,-1,"0600-0659",14,626,803,12,829,-14,0,-1,"0800-0859",3,0,49
"51",2022-04-04,"Commutair Aka Champlain Enterprises, Inc.","IAH","HSV",FALSE,FALSE,1020,1014,0,-6,1153,0,77,115,99,595,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4227,"C5",20445,"C5","N14180",4227,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,12217,1221702,30255,"Huntsville, AL","AL",1,"Alabama",51,0,-1,"1000-1059",17,1031,1148,5,1215,-22,0,-2,"1200-1259",3,0,50
"52",2022-04-04,"Commutair Aka Champlain Enterprises, Inc.","TUL","IAH",FALSE,FALSE,1325,1325,0,0,1506,0,78,105,101,429,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4226,"C5",20445,"C5","N11191",4226,15370,1537002,34653,"Tulsa, OK","OK",40,"Oklahoma",73,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,0,0,"1300-1359",13,1338,1456,10,1510,-4,0,-1,"1500-1559",2,0,51
"53",2022-04-04,"Commutair Aka Champlain Enterprises, Inc.","CPR","DEN",FALSE,FALSE,1738,1735,0,-3,1848,0,39,77,73,230,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4225,"C5",20445,"C5","N14177",4225,11122,1112205,31122,"Casper, WY","WY",56,"Wyoming",88,11292,1129202,30325,"Denver, CO","CO",8,"Colorado",82,0,-1,"1700-1759",17,1752,1831,17,1855,-7,0,-1,"1800-1859",1,0,52
"54",2022-04-04,"Commutair Aka Champlain Enterprises, Inc.","CRP","IAH",FALSE,FALSE,737,727,0,-10,832,0,39,68,65,201,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4224,"C5",20445,"C5","N14180",4224,11140,1114008,31140,"Corpus Christi, TX","TX",48,"Texas",74,12266,1226603,31453,"Houston, TX","TX",48,"Texas",74,0,-1,"0700-0759",9,736,815,17,845,-13,0,-1,"0800-0859",1,0,53
"55",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","EWR","DCA",FALSE,FALSE,1435,1433,0,-2,1550,0,46,76,77,199,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4194,"G7",20500,"G7","N559GJ",4194,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,11278,1127805,30852,"Washington, DC","VA",51,"Virginia",38,0,-1,"1400-1459",21,1454,1540,10,1551,-1,0,-1,"1500-1559",1,0,54
"56",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","EWR","DCA",FALSE,FALSE,1130,1125,0,-5,1223,0,41,76,58,199,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4193,"G7",20500,"G7","N562GJ",4193,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,11278,1127805,30852,"Washington, DC","VA",51,"Virginia",38,0,-1,"1100-1159",12,1137,1218,5,1246,-23,0,-2,"1200-1259",1,0,55
"57",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","EWR","DCA",FALSE,FALSE,959,954,0,-5,1112,0,48,83,78,199,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4192,"G7",20500,"G7","N559GJ",4192,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,11278,1127805,30852,"Washington, DC","VA",51,"Virginia",38,0,-1,"0900-0959",18,1012,1100,12,1122,-10,0,-1,"1100-1159",1,0,56
"58",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","EWR","IND",FALSE,FALSE,1035,1030,0,-5,1251,5,106,131,141,645,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4190,"G7",20500,"G7","N542GJ",4190,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,12339,1233904,32337,"Indianapolis, IN","IN",18,"Indiana",42,0,-1,"1000-1059",31,1101,1247,4,1246,5,0,0,"1200-1259",3,0,57
"59",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","EWR","CLT",FALSE,FALSE,1310,1302,0,-8,1453,0,88,117,111,529,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4189,"G7",20500,"G7","N578GJ",4189,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,11057,1105703,31057,"Charlotte, NC","NC",37,"North Carolina",36,0,-1,"1300-1359",13,1315,1443,10,1507,-14,0,-1,"1500-1559",3,0,58
"60",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","DCA","EWR",FALSE,FALSE,1830,1830,0,0,1934,0,39,89,64,199,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4188,"G7",20500,"G7","N533GJ",4188,11278,1127805,30852,"Washington, DC","VA",51,"Virginia",38,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,0,0,"1800-1859",12,1842,1921,13,1959,-25,0,-2,"1900-1959",1,0,59
"61",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","EWR","BUF",FALSE,FALSE,1450,1445,0,-5,1605,0,51,83,80,282,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4187,"G7",20500,"G7","N544GJ",4187,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,10792,1079206,30792,"Buffalo, NY","NY",36,"New York",22,0,-1,"1400-1459",18,1503,1554,11,1613,-8,0,-1,"1600-1659",2,0,60
"62",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","EWR","AVL",FALSE,FALSE,859,855,0,-4,1047,0,86,133,112,583,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4186,"G7",20500,"G7","N524GJ",4186,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,10431,1043105,30431,"Asheville, NC","NC",37,"North Carolina",36,0,-1,"0800-0859",24,919,1045,2,1112,-25,0,-2,"1100-1159",3,0,61
"63",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","EWR","DCA",FALSE,FALSE,830,826,0,-4,941,0,41,86,75,199,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4185,"G7",20500,"G7","N575GJ",4185,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,11278,1127805,30852,"Washington, DC","VA",51,"Virginia",38,0,-1,"0800-0859",27,853,934,7,956,-15,0,-1,"0900-0959",1,0,62
"64",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","DCA","EWR",FALSE,FALSE,1800,1915,75,75,2042,73,36,89,87,199,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4184,"G7",20500,"G7","N509MJ",4184,11278,1127805,30852,"Washington, DC","VA",51,"Virginia",38,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,1,5,"1800-1859",35,1950,2026,16,1929,73,1,4,"1900-1959",1,0,63
"65",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","DCA","EWR",FALSE,FALSE,1600,1600,0,0,1702,0,37,104,62,199,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4183,"G7",20500,"G7","N531GJ",4183,11278,1127805,30852,"Washington, DC","VA",51,"Virginia",38,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,0,0,"1600-1659",18,1618,1655,7,1744,-42,0,-2,"1700-1759",1,0,64
"66",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","STL","IAD",FALSE,FALSE,841,843,2,2,1143,0,89,123,120,696,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4182,"G7",20500,"G7","N547GJ",4182,15016,1501606,31123,"St. Louis, MO","MO",29,"Missouri",64,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,0,0,"0800-0859",23,906,1135,8,1144,-1,0,-1,"1100-1159",3,0,65
"67",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","DCA","EWR",FALSE,FALSE,1159,1154,0,-5,1316,0,40,86,82,199,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4180,"G7",20500,"G7","N559GJ",4180,11278,1127805,30852,"Washington, DC","VA",51,"Virginia",38,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,0,-1,"1100-1159",28,1222,1302,14,1325,-9,0,-1,"1300-1359",1,0,66
"68",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","EWR","ITH",FALSE,FALSE,1640,1637,0,-3,1731,0,35,70,54,172,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4179,"G7",20500,"G7","N557GJ",4179,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,12397,1239702,32397,"Ithaca/Cortland, NY","NY",36,"New York",22,0,-1,"1600-1659",15,1652,1727,4,1750,-19,0,-2,"1700-1759",1,0,67
"69",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","IAD","LGA",FALSE,FALSE,815,825,10,10,945,6,42,84,80,229,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4178,"G7",20500,"G7","N521GJ",4178,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,12953,1295304,31703,"New York, NY","NY",36,"New York",22,0,0,"0800-0859",31,856,938,7,939,6,0,0,"0900-0959",1,0,68
"70",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","IAD","RIC",FALSE,FALSE,2207,2202,0,-5,2249,0,22,54,47,100,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4177,"G7",20500,"G7","N534GJ",4177,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,14524,1452401,34524,"Richmond, VA","VA",51,"Virginia",38,0,-1,"2200-2259",18,2220,2242,7,2301,-12,0,-1,"2300-2359",1,0,69
"71",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","CVG","IAD",FALSE,FALSE,600,555,0,-5,719,0,60,95,84,388,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4176,"G7",20500,"G7","N523GJ",4176,11193,1119302,33105,"Cincinnati, OH","KY",21,"Kentucky",52,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,0,-1,"0600-0659",19,614,714,5,735,-16,0,-2,"0700-0759",2,0,70
"72",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","EWR","STL",FALSE,FALSE,1325,1345,20,20,1508,2,126,161,143,872,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4175,"G7",20500,"G7","N501GJ",4175,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,15016,1501606,31123,"St. Louis, MO","MO",29,"Missouri",64,1,1,"1300-1359",13,1358,1504,4,1506,2,0,0,"1500-1559",4,0,71
"73",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","RIC","IAD",FALSE,FALSE,625,619,0,-6,706,0,24,53,47,100,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4174,"G7",20500,"G7","N535GJ",4174,14524,1452401,34524,"Richmond, VA","VA",51,"Virginia",38,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,0,-1,"0600-0659",18,637,701,5,718,-12,0,-1,"0700-0759",1,0,72
"74",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","RIC","EWR",FALSE,FALSE,1408,1407,0,-1,1528,0,47,84,81,277,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4173,"G7",20500,"G7","N547GJ",4173,14524,1452401,34524,"Richmond, VA","VA",51,"Virginia",38,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,0,-1,"1400-1459",25,1432,1519,9,1532,-4,0,-1,"1500-1559",2,0,73
"75",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","EWR","PHL",FALSE,FALSE,1229,1223,0,-6,1314,0,32,48,51,80,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4172,"G7",20500,"G7","N509MJ",4172,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,14100,1410005,34100,"Philadelphia, PA","PA",42,"Pennsylvania",23,0,-1,"1200-1259",15,1238,1310,4,1317,-3,0,-1,"1300-1359",1,0,74
"76",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","EWR","DCA",FALSE,FALSE,2000,1954,0,-6,2103,0,46,84,69,199,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4171,"G7",20500,"G7","N559GJ",4171,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,11278,1127805,30852,"Washington, DC","VA",51,"Virginia",38,0,-1,"2000-2059",20,2014,2100,3,2124,-21,0,-2,"2100-2159",1,0,75
"77",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","EWR","PHL",FALSE,FALSE,2059,2057,0,-2,2202,15,24,48,65,80,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4169,"G7",20500,"G7","N524GJ",4169,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,14100,1410005,34100,"Philadelphia, PA","PA",42,"Pennsylvania",23,0,-1,"2000-2059",34,2131,2155,7,2147,15,1,1,"2100-2159",1,0,76
"78",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","RIC","EWR",FALSE,FALSE,600,554,0,-6,707,0,46,90,73,277,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4167,"G7",20500,"G7","N569GJ",4167,14524,1452401,34524,"Richmond, VA","VA",51,"Virginia",38,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,0,-1,"0600-0659",18,612,658,9,730,-23,0,-2,"0700-0759",2,0,77
"79",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","PVD","EWR",FALSE,FALSE,1100,1056,0,-4,1209,0,45,78,73,160,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4166,"G7",20500,"G7","N568GJ",4166,14307,1430705,30721,"Providence, RI","RI",44,"Rhode Island",15,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,0,-1,"1100-1159",20,1116,1201,8,1218,-9,0,-1,"1200-1259",1,0,78
"80",2022-04-04,"GoJet Airlines, LLC d/b/a United Express","CLT","EWR",FALSE,FALSE,1543,1543,0,0,1722,0,71,127,99,529,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4165,"G7",20500,"G7","N578GJ",4165,11057,1105703,31057,"Charlotte, NC","NC",37,"North Carolina",36,11618,1161802,31703,"Newark, NJ","NJ",34,"New Jersey",21,0,0,"1500-1559",13,1556,1707,15,1750,-28,0,-2,"1700-1759",3,0,79
"81",2022-04-04,"Air Wisconsin Airlines Corp","GSO","ORD",FALSE,FALSE,1030,1026,0,-4,1130,0,100,133,124,589,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4009,"ZW",20046,"ZW","N471ZW",4009,11995,1199502,31995,"Greensboro/High Point, NC","NC",37,"North Carolina",36,13930,1393007,30977,"Chicago, IL","IL",17,"Illinois",41,0,-1,"1000-1059",15,1041,1121,9,1143,-13,0,-1,"1100-1159",3,0,80
"82",2022-04-04,"Air Wisconsin Airlines Corp","ERI","ORD",FALSE,FALSE,1712,1802,50,50,1841,41,76,108,99,398,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4007,"ZW",20046,"ZW","N413AW",4007,11577,1157706,31577,"Erie, PA","PA",42,"Pennsylvania",23,13930,1393007,30977,"Chicago, IL","IL",17,"Illinois",41,1,3,"1700-1759",12,1814,1830,11,1800,41,1,2,"1800-1859",2,0,81
"83",2022-04-04,"Air Wisconsin Airlines Corp","IAD","CAE",FALSE,FALSE,1721,1714,0,-7,1934,34,87,99,140,401,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4006,"ZW",20046,"ZW","N435AW",4006,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,10868,1086803,30868,"Columbia, SC","SC",45,"South Carolina",37,0,-1,"1700-1759",46,1800,1927,7,1900,34,1,2,"1900-1959",2,0,82
"84",2022-04-04,"Air Wisconsin Airlines Corp","ORD","MKE",FALSE,FALSE,1535,1529,0,-6,1604,0,17,50,35,67,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4005,"ZW",20046,"ZW","N415AW",4005,13930,1393007,30977,"Chicago, IL","IL",17,"Illinois",41,13342,1334207,33342,"Milwaukee, WI","WI",55,"Wisconsin",45,0,-1,"1500-1559",14,1543,1600,4,1625,-21,0,-2,"1600-1659",1,0,83
"85",2022-04-04,"Air Wisconsin Airlines Corp","IAD","BTV",FALSE,FALSE,1235,1229,0,-6,1355,0,69,92,86,441,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4003,"ZW",20046,"ZW","N455AW",4003,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,10785,1078502,30785,"Burlington, VT","VT",50,"Vermont",16,0,-1,"1200-1259",14,1243,1352,3,1407,-12,0,-1,"1400-1459",2,0,84
"86",2022-04-04,"Air Wisconsin Airlines Corp","LEX","ORD",FALSE,FALSE,1335,1323,0,-12,1408,0,62,95,105,323,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4002,"ZW",20046,"ZW","N464AW",4002,12945,1294503,32945,"Lexington, KY","KY",21,"Kentucky",52,13930,1393007,30977,"Chicago, IL","IL",17,"Illinois",41,0,-1,"1300-1359",16,1339,1341,27,1410,-2,0,-1,"1400-1459",2,0,85
"87",2022-04-04,"Air Wisconsin Airlines Corp","ORD","ERI",FALSE,FALSE,1400,1358,0,-2,1627,1,57,86,89,398,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",4001,"ZW",20046,"ZW","N413AW",4001,13930,1393007,30977,"Chicago, IL","IL",17,"Illinois",41,11577,1157706,31577,"Erie, PA","PA",42,"Pennsylvania",23,0,-1,"1400-1459",28,1426,1623,4,1626,1,0,0,"1600-1659",2,0,86
"88",2022-04-04,"Air Wisconsin Airlines Corp","ABE","ORD",FALSE,FALSE,1730,1719,0,-11,1828,0,111,145,129,654,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",3999,"ZW",20046,"ZW","N471ZW",3999,10135,1013506,30135,"Allentown/Bethlehem/Easton, PA","PA",42,"Pennsylvania",23,13930,1393007,30977,"Chicago, IL","IL",17,"Illinois",41,0,-1,"1700-1759",11,1730,1821,7,1855,-27,0,-2,"1800-1859",3,0,87
"89",2022-04-04,"Air Wisconsin Airlines Corp","ORD","DAY",FALSE,FALSE,1045,1038,0,-7,1240,0,40,72,62,240,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",3994,"ZW",20046,"ZW","N460AW",3994,13930,1393007,30977,"Chicago, IL","IL",17,"Illinois",41,11267,1126702,31267,"Dayton, OH","OH",39,"Ohio",44,0,-1,"1000-1059",17,1055,1235,5,1257,-17,0,-2,"1200-1259",1,0,88
"90",2022-04-04,"Air Wisconsin Airlines Corp","IAD","ROA",FALSE,FALSE,1728,1728,0,0,1853,16,37,69,85,177,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",3993,"ZW",20046,"ZW","N417AW",3993,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,14574,1457405,34574,"Roanoke, VA","VA",51,"Virginia",38,0,0,"1700-1759",13,1741,1818,35,1837,16,1,1,"1800-1859",1,0,89
"91",2022-04-04,"Air Wisconsin Airlines Corp","CAK","ORD",FALSE,FALSE,1341,1330,0,-11,1413,0,67,99,103,343,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",3987,"ZW",20046,"ZW","N415AW",3987,10874,1087402,30647,"Akron, OH","OH",39,"Ohio",44,13930,1393007,30977,"Chicago, IL","IL",17,"Illinois",41,0,-1,"1300-1359",18,1348,1355,18,1420,-7,0,-1,"1400-1459",2,0,90
"92",2022-04-04,"Air Wisconsin Airlines Corp","AVL","ORD",FALSE,FALSE,1740,1730,0,-10,1901,7,92,134,151,536,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",3986,"ZW",20046,"ZW","N467AW",3986,10431,1043105,30431,"Asheville, NC","NC",37,"North Carolina",36,13930,1393007,30977,"Chicago, IL","IL",17,"Illinois",41,0,-1,"1700-1759",44,1814,1846,15,1854,7,0,0,"1800-1859",3,0,91
"93",2022-04-04,"Air Wisconsin Airlines Corp","ORD","ATW",FALSE,FALSE,1806,1758,0,-8,1854,0,32,60,56,161,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",3981,"ZW",20046,"ZW","N412AW",3981,13930,1393007,30977,"Chicago, IL","IL",17,"Illinois",41,10408,1040805,30408,"Appleton, WI","WI",55,"Wisconsin",45,0,-1,"1800-1859",19,1817,1849,5,1906,-12,0,-1,"1900-1959",1,0,92
"94",2022-04-04,"Air Wisconsin Airlines Corp","ORD","ATW",FALSE,FALSE,1415,1410,0,-5,1457,0,33,62,47,161,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",3975,"ZW",20046,"ZW","N430AW",3975,13930,1393007,30977,"Chicago, IL","IL",17,"Illinois",41,10408,1040805,30408,"Appleton, WI","WI",55,"Wisconsin",45,0,-1,"1400-1459",11,1421,1454,3,1517,-20,0,-2,"1500-1559",1,0,93
"95",2022-04-04,"Air Wisconsin Airlines Corp","DAY","IAD",FALSE,FALSE,1500,1443,0,-17,1601,0,56,84,78,368,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",3967,"ZW",20046,"ZW","N462AW",3967,11267,1126702,31267,"Dayton, OH","OH",39,"Ohio",44,12264,1226402,30852,"Washington, DC","VA",51,"Virginia",38,0,-2,"1500-1559",10,1453,1549,12,1624,-23,0,-2,"1600-1659",2,0,94
"96",2022-04-04,"Air Wisconsin Airlines Corp","CAK","ORD",FALSE,FALSE,715,705,0,-10,804,10,72,99,119,343,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",3966,"ZW",20046,"ZW","N430AW",3966,10874,1087402,30647,"Akron, OH","OH",39,"Ohio",44,13930,1393007,30977,"Chicago, IL","IL",17,"Illinois",41,0,-1,"0700-0759",37,742,754,10,754,10,0,0,"0700-0759",2,0,95
"97",2022-04-04,"Air Wisconsin Airlines Corp","CHO","ORD",FALSE,FALSE,1741,1737,0,-4,1828,0,93,124,111,566,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",3962,"ZW",20046,"ZW","N456ZW",3962,10990,1099005,30990,"Charlottesville, VA","VA",51,"Virginia",38,13930,1393007,30977,"Chicago, IL","IL",17,"Illinois",41,0,-1,"1700-1759",13,1750,1823,5,1845,-17,0,-2,"1800-1859",3,0,96
"98",2022-04-04,"Air Wisconsin Airlines Corp","CAK","ORD",FALSE,FALSE,1715,1704,0,-11,1730,0,63,105,86,343,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",3959,"ZW",20046,"ZW","N468AW",3959,10874,1087402,30647,"Akron, OH","OH",39,"Ohio",44,13930,1393007,30977,"Chicago, IL","IL",17,"Illinois",41,0,-1,"1700-1759",13,1717,1720,10,1800,-30,0,-2,"1800-1859",2,0,97
"99",2022-04-04,"Air Wisconsin Airlines Corp","ROA","ORD",FALSE,FALSE,1740,1728,0,-12,1901,11,90,130,153,530,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",3951,"ZW",20046,"ZW","N418AW",3951,14574,1457405,34574,"Roanoke, VA","VA",51,"Virginia",38,13930,1393007,30977,"Chicago, IL","IL",17,"Illinois",41,0,-1,"1700-1759",52,1820,1850,11,1850,11,0,0,"1800-1859",3,0,98
"100",2022-04-04,"Air Wisconsin Airlines Corp","ORD","CLE",FALSE,FALSE,815,806,0,-9,1017,0,49,82,71,315,2022,2,4,4,1,"UA","UA_CODESHARE",19977,"UA",3949,"ZW",20046,"ZW","N416AW",3949,13930,1393007,30977,"Chicago, IL","IL",17,"Illinois",41,11042,1104205,30647,"Cleveland, OH","OH",39,"Ohio",44,0,-1,"0800-0859",16,822,1011,6,1037,-20,0,-2,"1000-1059",2,0,99
